Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU48,OUT045,1827.8328454545444
NCM43,OUT045,2644.477842708334
FDR31,OUT010,346.8972837209302
DRK49,OUT018,507.046403669725
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3384.108064242422
NCG19,OUT046,3454.062559154927
FDH12,OUT035,1573.0706258064517
FDM32,OUT035,1284.7897668711655
FDM27,OUT035,3053.0998777777777
NCU53,OUT027,4117.317712631577
NCQ18,OUT046,1879.2570116129027
FDS10,OUT013,2552.005235185186
FDB33,OUT027,4117.317712631577
FDI12,OUT013,1435.912134375
NCW42,OUT013,4340.218358415842
NCC06,OUT018,1752.2524399999998
FDW02,OUT017,1987.2510486486485
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1202.6567333333328
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.108064242422
FDP52,OUT045,4340.218358415842
FDW20,OUT018,1752.2524399999998
FDS52,OUT049,1573.0706258064517
NCT29,OUT018,1752.2524399999998
NCL54,OUT013,2552.005235185186
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.9709346534646
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023256
FDZ10,OUT045,1827.8328454545444
FDZ40,OUT035,935.0323883040934
FDD51,OUT018,507.046403669725
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137606
NCO55,OUT017,1879.2570116129027
FDR13,OUT017,1922.1493817142853
FDS51,OUT017,935.0323883040934
FDP26,OUT045,1461.843796
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.8398258992806
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.062559154927
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444444
FDX32,OUT046,3053.0998777777777
FDX57,OUT049,1879.2570116129027
NCA30,OUT045,2939.348476190475
FDO49,OUT013,713.8586545454546
FDL04,OUT019,219.21852093023256
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.062559154927
NCC19,OUT018,2893.8398258992806
NCE42,OUT045,3945.432567213115
FDY24,OUT017,935.0323883040934
FDH19,OUT049,2778.589317525773
FDJ46,OUT013,2552.005235185186
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2142.743570940171
FDZ37,OUT035,1435.912134375
NCT30,OUT045,798.2176035398228
DRY23,OUT018,507.046403669725
NCZ30,OUT018,1752.2524399999998
FDC44,OUT018,1752.2524399999998
FDB45,OUT035,1573.0706258064517
FDY04,OUT013,2644.477842708334
FDM27,OUT046,3053.0998777777777
FDZ43,OUT017,4340.218358415842
FDT39,OUT019,346.8972837209302
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.317712631577
FDL57,OUT017,4034.3003068965495
FDU08,OUT046,1573.0706258064517
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,3053.0998777777777
FDP09,OUT045,3643.5197259842516
FDW21,OUT049,1461.843796
FDY25,OUT035,3384.108064242422
DRE13,OUT017,1458.4550080536915
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1649.2997860000003
FDM46,OUT019,219.21852093023256
NCO30,OUT010,482.6995426229507
FDM25,OUT046,2778.589317525773
NCN41,OUT049,1987.2510486486485
FDU24,OUT045,1435.912134375
FDZ50,OUT046,3384.108064242422
FDP45,OUT013,4034.3003068965495
NCM54,OUT045,1827.8328454545444
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.2510486486485
FDK32,OUT046,3053.0998777777777
FDN52,OUT049,1202.6567333333328
FDM58,OUT045,1879.2570116129027
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524399999998
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454546
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.21852093023256
NCT06,OUT046,3053.0998777777777
FDT31,OUT035,2752.9709346534646
FDT45,OUT049,796.6402682539682
FDT13,OUT045,2939.348476190475
FDO50,OUT045,1284.7897668711655
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.589317525773
FDU09,OUT045,935.0323883040934
FDT13,OUT018,2893.8398258992806
FDE09,OUT046,1649.2997860000003
NCK53,OUT019,219.21852093023256
FDG45,OUT049,3454.062559154927
DRH15,OUT035,677.1027476190478
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1682.2122382352943
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333327
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.200798
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3737.295775182482
DRE15,OUT049,1202.6567333333328
NCL42,OUT045,4340.218358415842
FDP31,OUT013,1103.1862133333327
FDN33,OUT018,1202.6567333333328
FDZ59,OUT046,2503.501336448598
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.1493817142853
FDQ45,OUT018,2752.9709346534646
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137606
FDM46,OUT013,1458.4550080536915
FDR03,OUT045,3945.432567213115
FDY49,OUT018,2232.8470218487387
FDQ60,OUT045,1827.8328454545444
FDW10,OUT049,3259.5620849056613
FDO51,OUT049,677.1027476190478
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.108064242422
FDU45,OUT013,1922.1493817142853
FDV02,OUT035,2644.477842708334
FDN09,OUT046,3945.432567213115
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.8470218487387
FDY31,OUT010,346.8972837209302
FDW03,OUT010,219.21852093023256
FDD14,OUT046,3384.108064242422
FDV23,OUT017,2142.743570940171
DRI03,OUT045,2552.005235185186
FDN13,OUT035,1573.0706258064517
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1435.912134375
FDB57,OUT049,3643.5197259842516
FDV12,OUT049,1879.2570116129027
FDQ58,OUT013,2649.1102324324343
NCA18,OUT017,1922.1493817142853
FDH52,OUT049,796.6402682539682
FDM24,OUT018,2232.8470218487387
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.7897668711655
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965495
FDP59,OUT017,1879.2570116129027
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.477842708334
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040934
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.9709346534646
FDU37,OUT019,165.91858165137606
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,4340.218358415842
NCS42,OUT018,1202.6567333333328
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.062559154927
FDE28,OUT017,3737.295775182482
FDQ55,OUT017,1922.1493817142853
FDA48,OUT049,3454.062559154927
FDZ19,OUT045,2778.589317525773
NCC43,OUT045,4034.3003068965495
NCV18,OUT046,1458.4550080536915
NCA42,OUT018,2232.8470218487387
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2778.589317525773
FDM57,OUT013,1458.4550080536915
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.743570940171
NCT06,OUT027,4117.317712631577
FDX26,OUT049,3384.108064242422
FDK32,OUT013,3053.0998777777777
DRA12,OUT046,2309.200798
FDO46,OUT010,482.6995426229507
FDE52,OUT013,1435.912134375
NCH42,OUT045,3643.5197259842516
FDV08,OUT035,677.1027476190478
FDB47,OUT018,3327.952582926828
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.1493817142853
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.432567213115
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137606
NCP41,OUT017,1682.2122382352943
FDS08,OUT049,2778.589317525773
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.21852093023256
FDQ19,OUT035,3945.432567213115
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727273
FDA51,OUT045,1827.8328454545444
FDZ27,OUT018,713.8586545454546
FDT04,OUT046,677.1027476190478
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.6995426229507
FDD09,OUT035,2552.005235185186
FDR40,OUT045,1435.912134375
FDX07,OUT017,3384.108064242422
FDR07,OUT035,1573.0706258064517
FDA51,OUT017,1922.1493817142853
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3130.004904950494
FDR13,OUT045,1827.8328454545444
FDY26,OUT049,3945.432567213115
FDW04,OUT017,1987.2510486486485
FDK52,OUT017,3737.295775182482
FDN60,OUT049,2644.477842708334
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.6567333333328
FDB50,OUT019,165.91858165137606
NCQ29,OUT049,4034.3003068965495
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.8470218487387
FDP07,OUT010,482.6995426229507
FDN22,OUT046,4034.3003068965495
FDF39,OUT049,4034.3003068965495
FDS21,OUT017,935.0323883040934
NCM42,OUT013,1682.2122382352943
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631577
FDH35,OUT018,2232.8470218487387
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.8972837209302
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.477842708334
FDT56,OUT049,796.6402682539682
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2893.8398258992806
FDP21,OUT049,3391.5912527272712
FDH05,OUT013,3454.062559154927
FDR10,OUT027,4117.317712631577
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1649.2997860000003
DRK37,OUT013,2893.8398258992806
DRH49,OUT045,1284.7897668711655
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.21852093023256
FDW33,OUT010,219.21852093023256
FDY24,OUT045,935.0323883040934
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2309.200798
NCI06,OUT017,3384.108064242422
FDW12,OUT019,346.8972837209302
FDX48,OUT027,4117.317712631577
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1461.843796
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.5197259842516
FDR36,OUT046,677.1027476190478
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1284.7897668711655
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.108064242422
DRY23,OUT013,507.046403669725
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.2510486486485
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487387
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487387
FDY03,OUT049,1922.1493817142853
NCG42,OUT017,1987.2510486486485
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,1987.2510486486485
FDW16,OUT035,1458.4550080536915
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.8972837209302
FDS37,OUT046,1922.1493817142853
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209302
NCN30,OUT049,1682.2122382352943
FDN24,OUT049,796.6402682539682
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023256
FDU22,OUT045,1827.8328454545444
FDI53,OUT013,2503.501336448598
DRH01,OUT049,2778.589317525773
FDX32,OUT013,2309.200798
NCP30,OUT018,507.046403669725
FDB60,OUT045,3391.5912527272712
FDB14,OUT049,1202.6567333333328
NCP02,OUT035,935.0323883040934
FDJ10,OUT017,2309.200798
FDG34,OUT046,1682.2122382352943
NCB18,OUT017,1458.4550080536915
FDM16,OUT049,1103.1862133333327
FDW25,OUT018,1202.6567333333328
FDB35,OUT010,219.21852093023256
DRN11,OUT013,2309.200798
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1435.912134375
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,796.6402682539682
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3384.108064242422
FDQ27,OUT045,1879.2570116129027
FDZ33,OUT045,2503.501336448598
FDF29,OUT045,1827.8328454545444
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.1862133333327
FDE34,OUT019,482.6995426229507
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.3003068965495
DRZ24,OUT018,1752.2524399999998
NCL54,OUT035,2552.005235185186
FDR12,OUT049,2778.589317525773
NCC54,OUT046,3454.062559154927
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631577
FDW60,OUT049,3259.5620849056613
FDX08,OUT017,3384.108064242422
DRD49,OUT013,3454.062559154927
FDD33,OUT046,3454.062559154927
FDW35,OUT013,507.046403669725
FDJ36,OUT017,1879.2570116129027
FDV51,OUT035,2644.477842708334
FDW36,OUT046,1649.2997860000003
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190478
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3454.062559154927
FDP19,OUT018,1752.2524399999998
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.2122382352943
FDY10,OUT013,1922.1493817142853
FDP12,OUT018,507.046403669725
NCN26,OUT049,1922.1493817142853
FDK44,OUT013,3259.5620849056613
FDC28,OUT049,1461.843796
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,1987.2510486486485
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.8470218487387
FDS02,OUT045,3391.5912527272712
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.108064242422
FDX39,OUT045,4340.218358415842
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1284.7897668711655
NCN41,OUT045,1827.8328454545444
NCX53,OUT049,2309.200798
FDU57,OUT019,346.8972837209302
FDQ23,OUT046,1573.0706258064517
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190478
FDY09,OUT035,2778.589317525773
FDQ28,OUT045,2644.477842708334
FDV25,OUT046,4340.218358415842
FDJ07,OUT035,1922.1493817142853
DRB25,OUT049,1573.0706258064517
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.5912527272712
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.218358415842
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190475
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,3053.0998777777777
NCX41,OUT035,3945.432567213115
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1461.843796
NCU29,OUT017,2649.1102324324343
NCE06,OUT013,2503.501336448598
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.5620849056613
NCR18,OUT045,677.1027476190478
FDK16,OUT049,1573.0706258064517
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.21852093023256
FDW27,OUT035,2503.501336448598
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2552.005235185186
DRH59,OUT045,1103.1862133333327
FDS52,OUT013,1573.0706258064517
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2778.589317525773
FDH46,OUT045,1682.2122382352943
NCP14,OUT049,1879.2570116129027
FDH50,OUT049,3384.108064242422
DRF15,OUT010,346.8972837209302
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3737.295775182482
FDS45,OUT049,1682.2122382352943
NCJ06,OUT045,1827.8328454545444
FDD36,OUT035,1922.1493817142853
FDY25,OUT045,3384.108064242422
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.295775182482
NCL30,OUT017,1987.2510486486485
FDN22,OUT035,4034.3003068965495
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.3003068965495
FDT45,OUT017,935.0323883040934
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2893.8398258992806
FDU44,OUT046,2644.477842708334
DRG39,OUT035,935.0323883040934
FDU32,OUT049,2243.6695967213113
FDY27,OUT049,3259.5620849056613
NCP54,OUT013,2243.6695967213113
