Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCG06,OUT045,3940.0
DRC36,OUT045,2720.0
FDV21,OUT019,120.0
FDB53,OUT046,2376.0
DRP47,OUT019,2104.0
FDA14,OUT013,2348.0
DRC24,OUT035,2536.0
FDW21,OUT018,1424.0
NCH29,OUT046,1544.0
FDU58,OUT013,3096.0
FDY27,OUT017,2944.0
FDV56,OUT035,1932.0
FDT59,OUT046,3656.0
FDB23,OUT046,3644.0
FDR49,OUT045,680.0
FDB03,OUT010,1972.0
FDN39,OUT045,2616.0
FDX02,OUT027,5020.0
FDQ16,OUT027,3196.0
FDU35,OUT018,1344.0
NCT29,OUT013,1932.0
FDZ27,OUT046,828.0
FDN57,OUT017,2320.0
FDA03,OUT018,2112.0
FDZ36,OUT045,2920.0
NCU05,OUT013,1292.0
FDT39,OUT018,2168.0
FDK60,OUT017,1744.0
FDZ25,OUT017,2872.0
FDG12,OUT046,2080.0
DRB01,OUT019,1184.0
NCC43,OUT027,5416.0
FDX13,OUT019,2072.0
FDM22,OUT049,1008.0
FDJ03,OUT027,2332.0
FDU14,OUT018,3672.0
FDB33,OUT010,620.0
FDP27,OUT046,3008.0
FDO38,OUT010,-656.0
FDE28,OUT027,5228.0
FDO27,OUT035,1712.0
DRL23,OUT027,3172.0
FDS28,OUT046,972.0
FDX24,OUT013,1532.0
FDZ02,OUT035,1732.0
FDL46,OUT045,1780.0
FDS60,OUT027,4308.0
NCO06,OUT017,592.0
FDO16,OUT035,1488.0
FDC60,OUT049,1524.0
FDA48,OUT018,3208.0
FDZ36,OUT027,4504.0
FDK27,OUT045,1832.0
FDW23,OUT018,352.0
FDM14,OUT018,1488.0
FDM14,OUT013,1768.0
FDW60,OUT018,2608.0
FDE21,OUT013,1888.0
NCM42,OUT035,1836.0
FDY59,OUT010,-352.0
DRI49,OUT049,1368.0
FDT28,OUT019,536.0
FDQ22,OUT018,384.0
FDR60,OUT049,1312.0
FDC50,OUT019,-352.0
FDV24,OUT013,2472.0
DRF48,OUT010,984.0
FDQ47,OUT046,652.0
DRN36,OUT049,1636.0
NCY06,OUT035,2132.0
FDE52,OUT035,1664.0
NCB54,OUT045,1892.0
NCF31,OUT035,2508.0
FDJ08,OUT027,4476.0
NCC07,OUT017,1736.0
NCD19,OUT027,2392.0
FDL46,OUT049,1984.0
FDM20,OUT045,3824.0
NCI06,OUT010,920.0
DRM11,OUT035,4208.0
NCH07,OUT018,2184.0
FDS23,OUT013,2076.0
FDO49,OUT018,600.0
FDS35,OUT049,1140.0
DRK39,OUT045,1264.0
DRI39,OUT049,1000.0
FDV04,OUT017,2652.0
NCN14,OUT035,2988.0
FDH08,OUT013,3672.0
FDS20,OUT046,2920.0
FDV40,OUT049,1336.0
FDZ48,OUT010,-120.0
FDS24,OUT027,2940.0
FDK44,OUT049,2852.0
FDS48,OUT045,2312.0
FDK26,OUT010,1144.0
FDD23,OUT045,2972.0
NCH54,OUT017,2600.0
NCP14,OUT010,-232.0
FDM60,OUT010,-1136.0
FDV24,OUT017,2528.0
FDH08,OUT018,3328.0
FDS12,OUT027,3488.0
FDR39,OUT027,4348.0
FDP12,OUT027,2156.0
DRF60,OUT027,5236.0
FDC09,OUT035,1832.0
FDF50,OUT018,2928.0
FDG28,OUT035,4080.0
NCE19,OUT017,936.0
NCM53,OUT010,-192.0
NCN18,OUT049,1832.0
FDF32,OUT035,3320.0
FDF11,OUT013,3892.0
DRI59,OUT049,3660.0
NCG54,OUT035,2788.0
FDM44,OUT046,1616.0
FDT57,OUT018,3448.0
FDV24,OUT046,2448.0
FDI50,OUT019,1832.0
FDS09,OUT035,1020.0
NCC31,OUT027,3912.0
FDQ07,OUT019,1656.0
FDC22,OUT017,3188.0
FDZ56,OUT046,2684.0
FDZ40,OUT019,-1008.0
FDS46,OUT027,3428.0
DRD24,OUT045,2120.0
FDV45,OUT017,3084.0
FDL26,OUT045,2400.0
FDA56,OUT018,1680.0
FDN27,OUT046,1932.0
FDM20,OUT049,3972.0
FDO16,OUT017,1420.0
FDL03,OUT035,3312.0
FDE58,OUT046,1944.0
FDI02,OUT027,3340.0
NCC55,OUT019,-1188.0
FDR03,OUT018,3080.0
FDB14,OUT017,1648.0
FDR45,OUT013,3852.0
NCN07,OUT017,2112.0
FDM51,OUT019,-136.0
FDT52,OUT027,5408.0
FDL26,OUT046,2472.0
NCZ42,OUT046,3768.0
DRI47,OUT019,424.0
FDW40,OUT013,2332.0
FDN34,OUT046,2768.0
FDS01,OUT035,2960.0
NCG55,OUT045,1764.0
FDC11,OUT035,1536.0
FDX35,OUT018,3360.0
NCB06,OUT046,2520.0
FDR09,OUT019,2216.0
FDC53,OUT017,1632.0
FDY45,OUT013,4072.0
FDA22,OUT010,812.0
FDE02,OUT035,1652.0
FDW21,OUT045,1624.0
FDV34,OUT046,1256.0
FDS59,OUT049,1872.0
NCW17,OUT017,2088.0
NCK54,OUT046,2000.0
FDG17,OUT019,2056.0
FDG35,OUT017,2912.0
FDD08,OUT010,-1280.0
NCO07,OUT017,3392.0
FDJ10,OUT010,408.0
FDW36,OUT017,1752.0
FDW21,OUT010,-304.0
FDY19,OUT017,1972.0
DRE03,OUT013,780.0
NCC55,OUT049,712.0
FDH52,OUT010,-788.0
FDO09,OUT017,4344.0
FDU43,OUT045,3776.0
FDX09,OUT010,868.0
FDH40,OUT019,-488.0
FDW58,OUT017,1780.0
FDC47,OUT017,3668.0
NCR41,OUT035,1644.0
DRG49,OUT035,3968.0
FDC52,OUT027,3980.0
FDY13,OUT046,1208.0
FDY35,OUT013,800.0
FDI35,OUT017,2984.0
NCU18,OUT049,2280.0
FDY33,OUT018,2304.0
FDC15,OUT027,3964.0
FDU01,OUT049,3108.0
NCU42,OUT046,2680.0
NCV29,OUT018,2512.0
NCY30,OUT017,2952.0
FDQ46,OUT049,1872.0
FDG58,OUT027,3996.0
FDK33,OUT017,3456.0
NCD07,OUT045,1788.0
NCX29,OUT027,3728.0
NCT42,OUT013,2348.0
DRN59,OUT035,900.0
FDI44,OUT035,1408.0
FDA45,OUT049,2932.0
FDP31,OUT045,1040.0
FDY01,OUT046,1908.0
FDT09,OUT018,1896.0
DRH03,OUT027,2996.0
FDA36,OUT018,2672.0
NCF31,OUT017,2488.0
FDG14,OUT049,2556.0
FDG28,OUT027,5452.0
FDU14,OUT049,4052.0
FDY47,OUT019,296.0
FDI56,OUT049,1508.0
DRD01,OUT013,984.0
FDM22,OUT046,976.0
FDH33,OUT013,728.0
DRZ24,OUT013,1940.0
NCQ38,OUT046,1656.0
FDO16,OUT027,2828.0
FDU07,OUT027,3844.0
NCB07,OUT013,3068.0
FDU48,OUT045,2004.0
NCM43,OUT045,2484.0
FDR31,OUT010,452.0
DRK49,OUT018,392.0
NCI30,OUT010,1928.0
DRD60,OUT017,2944.0
NCG19,OUT046,3704.0
FDH12,OUT035,1792.0
FDM32,OUT035,1632.0
FDM27,OUT035,2676.0
NCU53,OUT027,4088.0
NCQ18,OUT046,1552.0
FDS10,OUT013,2884.0
FDB33,OUT027,3964.0
FDI12,OUT013,1472.0
NCW42,OUT013,3500.0
NCC06,OUT018,1728.0
FDW02,OUT017,2176.0
NCD43,OUT017,1728.0
FDM57,OUT018,1104.0
FDA58,OUT017,3868.0
FDK56,OUT046,2972.0
FDP52,OUT045,3640.0
FDW20,OUT018,1712.0
FDS52,OUT049,1676.0
NCT29,OUT018,1592.0
NCL54,OUT013,2860.0
FDC05,OUT045,3104.0
FDF34,OUT035,3308.0
FDP03,OUT027,3524.0
FDD32,OUT010,-480.0
FDZ10,OUT045,1952.0
FDZ40,OUT035,996.0
FDD51,OUT018,464.0
NCY30,OUT019,952.0
FDP58,OUT017,3548.0
FDV49,OUT017,4264.0
FDY24,OUT019,-920.0
NCO55,OUT017,1752.0
FDR13,OUT017,2004.0
FDS51,OUT017,1104.0
FDP26,OUT045,1616.0
NCB54,OUT027,3504.0
FDF32,OUT017,3256.0
FDN31,OUT018,2712.0
DRM48,OUT017,664.0
FDN20,OUT049,2780.0
DRL01,OUT046,3752.0
FDV56,OUT049,1852.0
DRH13,OUT027,3180.0
FDA03,OUT017,2488.0
FDF47,OUT027,5028.0
FDX32,OUT046,2408.0
FDX57,OUT049,1700.0
NCA30,OUT045,2900.0
FDO49,OUT013,912.0
FDL04,OUT019,-192.0
DRM48,OUT035,720.0
FDR16,OUT013,3460.0
NCC19,OUT018,2744.0
NCE42,OUT045,3620.0
FDY24,OUT017,1060.0
FDH19,OUT049,2860.0
FDJ46,OUT013,2812.0
FDN45,OUT010,1656.0
FDY08,OUT035,2392.0
FDZ37,OUT035,1620.0
NCT30,OUT045,636.0
DRY23,OUT018,440.0
NCZ30,OUT018,1632.0
FDC44,OUT018,1528.0
FDB45,OUT035,1800.0
FDY04,OUT013,2676.0
FDM27,OUT046,2592.0
FDZ43,OUT017,3976.0
FDT39,OUT019,584.0
NCC06,OUT019,108.0
FDL15,OUT027,3908.0
FDL57,OUT017,4216.0
FDU08,OUT046,1600.0
FDK40,OUT017,4328.0
FDQ12,OUT010,1720.0
FDS48,OUT017,2516.0
FDP09,OUT045,3256.0
FDW21,OUT049,1764.0
FDY25,OUT035,3036.0
DRE13,OUT017,1436.0
FDV43,OUT019,-1168.0
FDD22,OUT045,1688.0
FDM46,OUT019,-416.0
NCO30,OUT010,1024.0
FDM25,OUT046,2828.0
NCN41,OUT049,1992.0
FDU24,OUT045,1500.0
FDZ50,OUT046,2984.0
FDP45,OUT013,4060.0
NCM54,OUT045,1892.0
FDW10,OUT019,952.0
FDP20,OUT017,2140.0
FDK32,OUT046,2488.0
FDN52,OUT049,1540.0
FDM58,OUT045,1760.0
FDZ46,OUT027,3256.0
NCA18,OUT018,1552.0
FDD35,OUT046,1988.0
NCK31,OUT035,892.0
FDI40,OUT027,3140.0
FDT50,OUT019,-240.0
NCT06,OUT046,2600.0
FDT31,OUT035,3096.0
FDT45,OUT049,956.0
FDT13,OUT045,2896.0
FDO50,OUT045,1408.0
NCU18,OUT010,304.0
NCR54,OUT049,3144.0
NCO18,OUT018,2504.0
FDU09,OUT045,884.0
FDT13,OUT018,2704.0
FDE09,OUT046,1800.0
NCK53,OUT019,-272.0
FDG45,OUT049,3460.0
DRH15,OUT035,860.0
FDO21,OUT019,1744.0
FDD14,OUT027,4380.0
FDC09,OUT046,1712.0
FDH45,OUT027,2244.0
FDV32,OUT046,1052.0
FDG12,OUT035,2152.0
FDS32,OUT013,2324.0
NCL55,OUT018,3688.0
DRE01,OUT035,3952.0
DRE15,OUT049,1324.0
NCL42,OUT045,3796.0
FDP31,OUT013,1128.0
FDN33,OUT018,1280.0
FDZ59,OUT046,2668.0
FDE45,OUT010,948.0
FDJ07,OUT013,1932.0
FDQ45,OUT018,2744.0
FDM33,OUT027,4956.0
FDO15,OUT010,-616.0
FDM46,OUT013,1488.0
FDR03,OUT045,3272.0
FDY49,OUT018,2416.0
FDQ60,OUT045,1860.0
FDW10,OUT049,2880.0
FDO51,OUT049,892.0
FDJ40,OUT018,1528.0
FDS20,OUT018,2616.0
FDU45,OUT013,1872.0
FDV02,OUT035,2824.0
FDN09,OUT046,3856.0
NCM55,OUT027,4400.0
FDN23,OUT018,2088.0
FDY31,OUT010,400.0
FDW03,OUT010,-136.0
FDD14,OUT046,2892.0
FDV23,OUT017,2104.0
DRI03,OUT045,2704.0
FDN13,OUT035,1704.0
FDF45,OUT027,2524.0
FDU46,OUT035,1592.0
FDB57,OUT049,3660.0
FDV12,OUT049,1744.0
FDQ58,OUT013,2488.0
NCA18,OUT017,1896.0
FDH52,OUT049,1144.0
FDM24,OUT018,2176.0
NCP43,OUT027,4320.0
NCO18,OUT019,888.0
FDM32,OUT017,1588.0
NCL07,OUT017,696.0
FDK03,OUT013,4088.0
FDP59,OUT017,1776.0
FDQ24,OUT049,4048.0
FDQ16,OUT018,1464.0
FDU44,OUT013,2636.0
FDH28,OUT010,-1188.0
FDV28,OUT019,-1184.0
FDM22,OUT045,856.0
FDR56,OUT046,3168.0
FDV39,OUT049,3232.0
FDU37,OUT019,-488.0
FDQ11,OUT010,2128.0
FDX02,OUT045,3456.0
NCS42,OUT018,1168.0
FDY57,OUT027,3060.0
FDB21,OUT049,3908.0
FDE28,OUT017,3804.0
FDQ55,OUT017,1976.0
FDA48,OUT049,3604.0
FDZ19,OUT045,2672.0
NCC43,OUT045,3868.0
NCV18,OUT046,1280.0
NCA42,OUT018,2256.0
FDY45,OUT046,4104.0
NCC30,OUT045,2708.0
FDM57,OUT013,1452.0
FDL09,OUT010,792.0
FDB09,OUT027,3452.0
FDT44,OUT035,2032.0
NCT06,OUT027,4072.0
FDX26,OUT049,2984.0
FDK32,OUT013,2536.0
DRA12,OUT046,2304.0
FDO46,OUT010,1188.0
FDE52,OUT013,1516.0
NCH42,OUT045,3508.0
FDV08,OUT035,880.0
FDB47,OUT018,3048.0
FDC28,OUT010,-56.0
FDD22,OUT046,1816.0
FDS07,OUT027,3348.0
DRI13,OUT045,3344.0
FDG32,OUT018,3232.0
FDU14,OUT017,4064.0
FDD28,OUT019,-840.0
NCP41,OUT017,1792.0
FDS08,OUT049,2840.0
FDX47,OUT045,2464.0
FDC53,OUT019,-272.0
FDQ19,OUT035,4024.0
FDL14,OUT045,2424.0
FDM33,OUT019,1664.0
FDA51,OUT045,1784.0
FDZ27,OUT018,544.0
FDT04,OUT046,720.0
DRC13,OUT049,2148.0
FDR16,OUT027,4948.0
FDQ03,OUT027,5296.0
FDE38,OUT035,2784.0
DRH23,OUT027,2380.0
FDT11,OUT019,1160.0
FDD09,OUT035,2996.0
FDR40,OUT045,1304.0
FDX07,OUT017,3128.0
FDR07,OUT035,1664.0
FDA51,OUT017,1976.0
FDT59,OUT019,1792.0
FDF20,OUT017,3168.0
FDR13,OUT045,1796.0
FDY26,OUT049,3468.0
FDW04,OUT017,2256.0
FDK52,OUT017,3700.0
FDN60,OUT049,2564.0
FDM09,OUT019,888.0
FDP46,OUT049,1524.0
FDB50,OUT019,-608.0
NCQ29,OUT049,4136.0
FDP16,OUT027,5356.0
FDX33,OUT018,2344.0
FDP07,OUT010,1104.0
FDN22,OUT046,4068.0
FDF39,OUT049,4288.0
FDS21,OUT017,1128.0
NCM42,OUT013,1700.0
FDK50,OUT019,760.0
DRF13,OUT027,3812.0
FDH35,OUT018,2336.0
FDP60,OUT018,1376.0
DRJ49,OUT027,3572.0
NCT42,OUT019,460.0
FDE38,OUT049,2732.0
FDI04,OUT049,3272.0
NCH54,OUT045,2372.0
FDT56,OUT049,1076.0
DRD15,OUT018,3360.0
FDV58,OUT013,3104.0
FDP21,OUT049,3092.0
FDH05,OUT013,3764.0
FDR10,OUT027,4044.0
NCP06,OUT045,2244.0
FDF33,OUT049,1796.0
DRK37,OUT013,3004.0
DRH49,OUT045,1264.0
FDT58,OUT013,2676.0
FDD41,OUT018,1456.0
FDP40,OUT018,1536.0
FDM51,OUT027,3184.0
FDO45,OUT010,-440.0
FDW33,OUT010,-192.0
FDY24,OUT045,856.0
FDB10,OUT010,1896.0
FDM40,OUT035,2392.0
NCI06,OUT017,2912.0
FDW12,OUT019,488.0
FDX48,OUT027,3988.0
NCW05,OUT027,3144.0
FDX27,OUT017,1688.0
DRM37,OUT045,3036.0
FDA38,OUT045,3720.0
FDR36,OUT046,720.0
FDZ45,OUT046,3156.0
FDG05,OUT017,2704.0
FDK28,OUT013,4104.0
FDV47,OUT045,1304.0
FDN21,OUT045,2472.0
FDP20,OUT027,3516.0
FDI35,OUT045,2804.0
DRY23,OUT013,776.0
FDA56,OUT017,2048.0
FDB09,OUT013,1976.0
NCO26,OUT027,3312.0
FDQ49,OUT018,2272.0
FDI52,OUT027,3436.0
FDZ44,OUT027,3340.0
FDZ09,OUT018,2320.0
FDY03,OUT049,1932.0
NCG42,OUT017,2144.0
DRI13,OUT027,4924.0
FDQ32,OUT013,2088.0
FDW16,OUT035,1640.0
FDU27,OUT046,848.0
FDR28,OUT010,760.0
FDQ49,OUT010,696.0
FDS37,OUT046,1856.0
FDW26,OUT018,3248.0
FDX12,OUT018,3632.0
NCP06,OUT013,2380.0
FDW45,OUT010,424.0
NCN30,OUT049,1560.0
FDN24,OUT049,932.0
NCL41,OUT027,1992.0
FDR02,OUT019,-128.0
FDD09,OUT010,1016.0
FDS33,OUT010,-540.0
FDU22,OUT045,1832.0
FDI53,OUT013,2676.0
DRH01,OUT049,2844.0
FDX32,OUT013,2372.0
NCP30,OUT018,360.0
FDB60,OUT045,3004.0
FDB14,OUT049,1652.0
NCP02,OUT035,1020.0
FDJ10,OUT017,2368.0
FDG34,OUT046,1848.0
NCB18,OUT017,1448.0
FDM16,OUT049,1348.0
FDW25,OUT018,1064.0
FDB35,OUT010,-384.0
DRN11,OUT013,2288.0
FDF41,OUT019,2032.0
FDH16,OUT045,1324.0
NCQ50,OUT018,3088.0
DRH23,OUT018,624.0
DRJ37,OUT013,2432.0
DRJ24,OUT027,4372.0
FDY16,OUT035,3136.0
FDQ27,OUT045,1672.0
FDZ33,OUT045,2284.0
FDF29,OUT045,2064.0
FDA08,OUT049,2748.0
FDG31,OUT046,1072.0
FDE34,OUT019,928.0
NCR30,OUT027,2640.0
FDV33,OUT035,4280.0
DRZ24,OUT018,1624.0
NCL54,OUT035,2908.0
FDR12,OUT049,2872.0
NCC54,OUT046,3784.0
DRN59,OUT013,772.0
FDX50,OUT019,-128.0
FDV31,OUT027,4320.0
NCA29,OUT027,4192.0
FDW60,OUT049,2956.0
FDX08,OUT017,2972.0
DRD49,OUT013,3748.0
FDD33,OUT046,3700.0
FDW35,OUT013,720.0
FDJ36,OUT017,1792.0
FDV51,OUT035,2768.0
FDW36,OUT046,1704.0
FDH35,OUT046,2648.0
NCS30,OUT027,3544.0
FDN49,OUT017,776.0
FDL08,OUT018,3640.0
FDI09,OUT013,3912.0
FDP19,OUT018,1808.0
FDU21,OUT010,-1296.0
NCP41,OUT045,1588.0
FDY10,OUT013,1820.0
FDP12,OUT018,392.0
NCN26,OUT049,1944.0
FDK44,OUT013,2800.0
FDC28,OUT049,1860.0
FDJ41,OUT027,5628.0
NCT29,OUT035,2052.0
NCH42,OUT019,1700.0
FDU60,OUT018,2448.0
FDS02,OUT045,3064.0
FDC51,OUT046,2052.0
FDU03,OUT013,2996.0
FDX39,OUT045,3324.0
NCY05,OUT010,-1320.0
NCL06,OUT027,5552.0
FDD32,OUT035,1488.0
NCN41,OUT045,1820.0
NCX53,OUT049,2312.0
FDU57,OUT019,552.0
FDQ23,OUT046,1668.0
FDQ52,OUT045,3840.0
FDC14,OUT045,640.0
FDY09,OUT035,2936.0
FDQ28,OUT045,2464.0
FDV25,OUT046,3520.0
FDJ07,OUT035,2000.0
DRB25,OUT049,1740.0
FDK52,OUT019,1736.0
FDY52,OUT027,2524.0
FDB28,OUT046,3136.0
FDT36,OUT035,760.0
FDV25,OUT017,3620.0
NCN07,OUT027,3512.0
FDC57,OUT017,3204.0
FDQ03,OUT018,3544.0
FDU23,OUT017,2760.0
NCX41,OUT035,3476.0
NCD06,OUT035,852.0
FDW08,OUT045,1644.0
NCU29,OUT017,2352.0
NCE06,OUT013,2532.0
FDV52,OUT010,56.0
FDB02,OUT017,2968.0
NCR18,OUT045,596.0
FDK16,OUT049,1596.0
NCQ29,OUT010,2168.0
FDZ01,OUT019,-160.0
FDW27,OUT035,2692.0
FDD17,OUT018,3480.0
FDW39,OUT013,2952.0
DRH59,OUT045,1080.0
FDS52,OUT013,1644.0
FDU40,OUT027,4560.0
NCF54,OUT013,2732.0
FDH46,OUT045,1616.0
NCP14,OUT049,1688.0
FDH50,OUT049,3076.0
DRF15,OUT010,544.0
FDV27,OUT027,2928.0
NCJ06,OUT049,1944.0
FDN02,OUT018,2968.0
FDQ51,OUT049,940.0
FDQ07,OUT017,3672.0
FDS45,OUT049,1812.0
NCJ06,OUT045,1796.0
FDD36,OUT035,2000.0
FDY25,OUT045,2844.0
FDU52,OUT046,2480.0
DRK47,OUT017,3664.0
NCL30,OUT017,2112.0
FDN22,OUT035,4200.0
NCF30,OUT027,3440.0
FDK03,OUT035,4236.0
FDT45,OUT017,1004.0
NCC54,OUT027,5224.0
FDP08,OUT018,2864.0
FDU44,OUT046,2656.0
DRG39,OUT035,984.0
FDU32,OUT049,2060.0
FDY27,OUT049,2920.0
NCP54,OUT013,1964.0
NCZ41,OUT049,2088.0
DRL49,OUT013,2280.0
FDI05,OUT018,1000.0
FDY56,OUT045,3544.0
DRC13,OUT013,2100.0
NCV29,OUT017,2904.0
FDR24,OUT049,1564.0
FDZ34,OUT018,2784.0
FDP37,OUT035,2124.0
FDX08,OUT027,4336.0
FDS57,OUT045,2172.0
NCG18,OUT049,1688.0
FDK25,OUT018,2448.0
FDH53,OUT049,1484.0
DRI59,OUT018,3264.0
FDA52,OUT046,2880.0
FDT20,OUT010,-1256.0
FDE36,OUT019,792.0
FDI24,OUT017,2856.0
FDB28,OUT018,2864.0
FDV11,OUT017,2976.0
FDP01,OUT046,2516.0
FDD34,OUT027,4060.0
FDJ50,OUT027,2324.0
FDZ44,OUT013,1904.0
DRO59,OUT035,1328.0
DRB48,OUT045,624.0
FDR21,OUT018,2480.0
NCE42,OUT010,1832.0
FDO23,OUT046,1512.0
NCE30,OUT018,3056.0
FDQ22,OUT035,764.0
FDY01,OUT045,1816.0
FDS08,OUT017,2896.0
FDG28,OUT018,3712.0
FDQ51,OUT018,608.0
FDB05,OUT017,4024.0
FDO56,OUT049,1988.0
FDE02,OUT018,1192.0
FDN45,OUT017,3616.0
FDS09,OUT013,880.0
NCA54,OUT018,2560.0
FDP09,OUT010,1464.0
FDC53,OUT045,1488.0
NCM55,OUT017,3008.0
FDL09,OUT018,2440.0
FDA11,OUT019,-376.0
FDA50,OUT045,1408.0
FDC23,OUT017,2944.0
FDE22,OUT049,2588.0
FDD23,OUT046,3040.0
NCA29,OUT049,2792.0
FDK38,OUT046,2360.0
DRC13,OUT046,2032.0
NCP43,OUT049,2888.0
FDX28,OUT049,1728.0
FDF08,OUT049,1584.0
FDZ33,OUT046,2392.0
FDD10,OUT049,2988.0
FDO58,OUT017,2668.0
FDI50,OUT017,3808.0
FDO58,OUT045,2540.0
FDX08,OUT013,2884.0
NCK17,OUT010,-1216.0
FDF39,OUT035,4352.0
FDU45,OUT010,-52.0
NCJ18,OUT018,1544.0
DRC27,OUT019,1992.0
DRC25,OUT035,1480.0
FDU59,OUT035,2684.0
FDU28,OUT035,3200.0
NCP30,OUT046,664.0
FDB39,OUT018,608.0
FDE41,OUT013,1508.0
DRH11,OUT010,-1008.0
FDA58,OUT045,3676.0
FDU50,OUT046,1944.0
FDM34,OUT013,2092.0
FDM44,OUT027,3100.0
FDR39,OUT045,2832.0
FDM25,OUT045,2760.0
FDQ49,OUT049,2628.0
DRH25,OUT018,576.0
FDM09,OUT027,4236.0
FDL44,OUT019,696.0
NCR42,OUT018,232.0
DRL59,OUT046,848.0
FDX43,OUT013,2732.0
DRK47,OUT010,1680.0
FDU48,OUT018,1800.0
FDY12,OUT045,800.0
NCN43,OUT018,1648.0
NCM55,OUT018,2600.0
FDQ21,OUT027,3456.0
FDX13,OUT035,4096.0
NCK30,OUT027,5448.0
FDG20,OUT049,2916.0
DRG27,OUT017,744.0
FDY14,OUT018,3880.0
FDP59,OUT035,1824.0
FDU60,OUT017,2848.0
NCC18,OUT019,824.0
DRJ39,OUT017,3528.0
FDS07,OUT049,1920.0
FDM08,OUT027,5076.0
FDP51,OUT045,1888.0
FDU16,OUT035,1544.0
FDH12,OUT013,1712.0
DRE48,OUT010,1232.0
NCL42,OUT027,5320.0
FDR21,OUT045,2716.0
NCW29,OUT035,2172.0
FDO11,OUT013,4040.0
NCM31,OUT049,2296.0
FDV35,OUT019,592.0
FDF58,OUT017,1104.0
NCE43,OUT049,2712.0
FDA02,OUT035,2468.0
DRL37,OUT010,-1144.0
FDR24,OUT018,1240.0
FDW59,OUT049,1424.0
FDS22,OUT049,888.0
FDW24,OUT017,888.0
FDU24,OUT035,1740.0
FDA21,OUT027,4472.0
FDH58,OUT027,3388.0
FDW36,OUT018,1368.0
FDI45,OUT027,4220.0
FDU01,OUT018,2736.0
FDF35,OUT027,3224.0
FDU43,OUT019,1984.0
FDE24,OUT019,408.0
FDK50,OUT049,2684.0
FDG31,OUT045,936.0
FDC60,OUT045,1404.0
FDL36,OUT013,1456.0
FDP21,OUT013,3080.0
FDW16,OUT045,1416.0
FDX02,OUT017,3656.0
FDQ58,OUT027,3988.0
FDT51,OUT046,1828.0
FDD59,OUT049,1444.0
NCM42,OUT018,1424.0
FDA57,OUT018,392.0
FDZ48,OUT035,1928.0
FDE46,OUT045,2332.0
NCZ30,OUT019,40.0
FDB56,OUT017,3168.0
FDA25,OUT027,3228.0
FDD20,OUT013,2032.0
FDL25,OUT013,1572.0
NCO18,OUT049,2840.0
FDJ45,OUT017,664.0
FDR12,OUT035,2880.0
NCF19,OUT010,-1160.0
FDK25,OUT046,2700.0
NCR17,OUT046,1808.0
FDC52,OUT046,2504.0
NCA54,OUT017,2928.0
FDR45,OUT010,1928.0
NCM19,OUT049,1880.0
FDF39,OUT027,5724.0
FDX23,OUT049,1620.0
FDD58,OUT027,3060.0
FDX28,OUT013,1688.0
NCD31,OUT013,2572.0
FDU57,OUT018,2160.0
FDI27,OUT046,832.0
NCM42,OUT046,1704.0
FDD32,OUT027,2852.0
FDI34,OUT013,3704.0
NCM29,OUT049,2104.0
